,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Meta_scores,User_scores
4466,10262,Bust-A-Move DS,DS,2005,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11,75,7.3
4467,10265,Death Jr.: Root of Evil,Wii,2008,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11,71,8.0
4468,10268,Sonic Generations,PC,2011,Platform,Sega,0.02,0.07,0.0,0.02,0.11,77,8.3
4469,10269,Mushroom Men: Rise of the Fungi,DS,2008,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,45,6.1
4470,10271,The Scorpion King: Rise of the Akkadian,GC,2002,Action,Universal Interactive,0.08,0.02,0.0,0.0,0.11,49,5.6
4471,10278,Charlie and the Chocolate Factory,XB,2005,Adventure,Global Star,0.08,0.02,0.0,0.0,0.11,39,2.0
4472,10279,Constantine,PS2,2005,Action,SCi,0.05,0.04,0.0,0.01,0.11,58,7.8
4473,10280,Where the Wild Things Are,PS3,2009,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0.0,0.01,0.11,53,5.8
4474,10281,Dynasty Tactics 2,PS2,2003,Strategy,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,78,8.2
4475,10284,Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,Electronic Arts,0.08,0.02,0.0,0.0,0.11,69,8.7
4476,10287,Defender,GC,2002,Misc,Midway Games,0.08,0.02,0.0,0.0,0.11,66,7.2
4477,10289,The Polar Express,GC,2004,Adventure,THQ,0.08,0.02,0.0,0.0,0.11,40,4.7
4478,10290,BMX XXX,XB,2002,Sports,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.11,58,6.9
4479,10294,The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.11,59,8.1
4480,10295,Lady Sia,GBA,2001,Platform,TDK Mediactive,0.08,0.03,0.0,0.0,0.11,73,7.7
4481,10297,Rocky Balboa,PSP,2007,Sports,Ubisoft,0.01,0.09,0.0,0.01,0.11,58,6.6
4482,10298,The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.11,61,7.1
4483,10301,Robotech: Invasion,PS2,2004,Shooter,Global Star,0.05,0.04,0.0,0.01,0.11,57,7.8
4484,10304,Rogue Warrior,X360,2009,Shooter,Bethesda Softworks,0.09,0.01,0.0,0.01,0.11,28,3.0
4485,10307,Hellboy: The Science of Evil,X360,2008,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,44,5.1
4486,10309,X-Men: Destiny,Wii,2011,Action,Activision,0.08,0.02,0.0,0.01,0.11,36,3.9
4487,10323,Tetris Evolution,X360,2007,Puzzle,THQ,0.08,0.02,0.0,0.01,0.11,52,8.0
4488,10329,Hysteria Hospital: Emergency Ward,DS,2009,Action,Oxygen Interactive,0.1,0.0,0.0,0.01,0.11,45,tbd
4489,10335,Blades of Time,X360,2012,Action,Konami Digital Entertainment,0.07,0.03,0.0,0.01,0.11,52,6.5
4490,10337,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,71,6.6
4491,10339,Rengoku: The Tower of Purgatory,PSP,2005,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,43,6.1
4492,10342,Dynasty Warriors Advance,GBA,2005,Action,Nintendo,0.08,0.03,0.0,0.0,0.11,56,8.0
4493,10348,Viewtiful Joe: Double Trouble!,DS,2005,Action,Capcom,0.08,0.0,0.01,0.01,0.11,73,7.5
4494,10349,Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11,83,5.6
4495,10350,Mega Man Zero 4,GBA,2005,Platform,Capcom,0.08,0.03,0.0,0.0,0.11,77,8.7
4496,10355,Tiger Woods PGA Tour 06,GC,2005,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.11,82,5.8
4497,10358,BlazBlue: Continuum Shift II,3DS,2011,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,64,6.5
4498,10366,Reign of Fire,GC,2002,Shooter,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11,54,8.2
4499,10370,Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,0.07,0.03,0.0,0.01,0.11,47,8.5
4500,10379,Fight Club,XB,2004,Fighting,Vivendi Games,0.08,0.02,0.0,0.0,0.11,37,4.9
4501,10385,Total Immersion Racing,PS2,2002,Racing,Empire Interactive,0.05,0.04,0.0,0.01,0.11,59,7.8
4502,10389,Karaoke Revolution,PS3,2009,Misc,Konami Digital Entertainment,0.07,0.03,0.0,0.01,0.11,66,tbd
4503,10402,The First Templar,X360,2011,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.11,52,6.2
4504,10403,X-Men: The Official Game,DS,2006,Action,Activision,0.1,0.0,0.0,0.01,0.11,50,7.8
4505,10404,Dead to Rights II,XB,2005,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,54,7.4
4506,10408,Child of Light,PSV,2014,Role-Playing,Ubisoft,0.0,0.07,0.02,0.02,0.11,83,7.9
4507,10416,SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,62,7.9
4508,10424,Gravity Games Bike: Street Vert Dirt,PS2,2002,Sports,Midway Games,0.05,0.04,0.0,0.01,0.1,24,3.4
4509,10425,Contact,DS,2006,Role-Playing,Rising Star Games,0.07,0.0,0.03,0.01,0.1,73,8.2
4510,10429,Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,0.09,0.01,0.0,0.01,0.1,66,5.7
4511,10430,Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,0.09,0.01,0.0,0.01,0.1,42,2.3
4512,10431,Top Spin,PS2,2005,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1,67,7.8
4513,10434,UFC: Tapout 2,XB,2003,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,66,7.3
4514,10438,Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,0.09,0.0,0.0,0.01,0.1,72,1.5
4515,10441,Vexx,XB,2003,Platform,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.1,70,8.3
4516,10442,F1 Career Challenge,PS2,2003,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1,70,7.9
4517,10444,Pariah,XB,2005,Action,Hip Interactive,0.08,0.02,0.0,0.0,0.1,70,7.5
4518,10446,Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions,0.08,0.01,0.0,0.01,0.1,53,6.2
4519,10447,Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,76,5.4
4520,10453,Banjo-Pilot,GBA,2005,Racing,THQ,0.07,0.03,0.0,0.0,0.1,68,6.1
4521,10457,Frogger: Ancient Shadow,PS2,2005,Platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1,54,4.5
4522,10459,Exit DS,DS,2008,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1,64,6.7
4523,10461,Universe at War: Earth Assault,X360,2008,Action,Sega,0.09,0.01,0.0,0.01,0.1,66,8.5
4524,10463,Metal Arms: Glitch in the System,GC,2003,Shooter,Vivendi Games,0.08,0.02,0.0,0.0,0.1,83,8.5
4525,10469,Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,Codemasters,0.06,0.03,0.0,0.01,0.1,17,1.9
4526,10474,Miami Law,DS,2009,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.1,56,8.2
4527,10479,Gretzky NHL,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.1,61,7.4
4528,10487,Dropship: United Peace Force,PS2,2002,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,78,8.6
4529,10488,Road Rash: Jailbreak,GBA,2003,Racing,Zoo Digital Publishing,0.07,0.03,0.0,0.0,0.1,78,8.5
4530,10489,Rome: Total War,PC,2004,Strategy,Activision,0.0,0.08,0.0,0.02,0.1,92,9.0
4531,10491,Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,0.02,0.07,0.0,0.01,0.1,70,7.8
4532,10493,Syberia,XB,2003,Action,Microids,0.08,0.02,0.0,0.0,0.1,72,7.0
4533,10501,Risen 3: Titan Lords,PS3,2014,Role-Playing,Deep Silver,0.02,0.06,0.0,0.02,0.1,36,4.0
4534,10508,Astro Boy: The Video Game,DS,2009,Action,D3Publisher,0.09,0.0,0.0,0.01,0.1,34,5.7
4535,10509,Zombie Army Trilogy,XOne,2015,Shooter,Rebellion Developments,0.04,0.05,0.0,0.01,0.1,62,6.8
4536,10510,Beyond Good & Evil,XB,2003,Adventure,Ubisoft,0.08,0.02,0.0,0.0,0.1,87,8.4
4537,10511,Blitz: The League II,X360,2008,Sports,Midway Games,0.08,0.01,0.0,0.01,0.1,68,7.5
4538,10516,Medal of Honor: Vanguard,Wii,2007,Shooter,Electronic Arts,0.06,0.03,0.0,0.01,0.1,56,7.0
4539,10525,Colin McRae Rally 04,XB,2004,Racing,Codemasters,0.08,0.02,0.0,0.0,0.1,84,8.2
4540,10528,FIFA Street,XB,2005,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,60,8.0
4541,10532,Dungeons & Dragons Tactics,PSP,2007,Strategy,Atari,0.09,0.0,0.0,0.01,0.1,58,7.7
4542,10541,Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,Sting,0.05,0.0,0.04,0.01,0.1,73,8.2
4543,10544,Capcom vs. SNK 2 EO,XB,2003,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,80,8.3
4544,10547,Hunter: The Reckoning,GC,2002,Action,Virgin Interactive,0.08,0.02,0.0,0.0,0.1,70,7.3
4545,10552,Draglade,DS,2007,Fighting,505 Games,0.09,0.0,0.0,0.01,0.1,71,7.5
4546,10555,Freaky Flyers,PS2,2003,Racing,Midway Games,0.05,0.04,0.0,0.01,0.1,66,7.7
4547,10556,Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,0.06,0.02,0.02,0.0,0.1,75,8.5
4548,10558,Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,0.03,0.06,0.0,0.01,0.1,85,6.0
4549,10559,Dark Summit,XB,2001,Sports,THQ,0.08,0.02,0.0,0.0,0.1,71,tbd
4550,10562,Yaiba: Ninja Gaiden Z,PS3,2014,Action,Tecmo Koei,0.05,0.04,0.0,0.02,0.1,43,4.6
4551,10564,Surf's Up,X360,2007,Sports,Ubisoft,0.09,0.0,0.0,0.01,0.1,61,6.2
4552,10566,NHL 2004,GC,2003,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,85,7.4
4553,10571,X-Men: The Official Game,XB,2006,Action,Activision,0.08,0.02,0.0,0.0,0.1,53,8.1
4554,10572,RLH: Run Like Hell,PS2,2002,Shooter,Virgin Interactive,0.05,0.04,0.0,0.01,0.1,58,7.1
4555,10575,The Ant Bully,PS2,2006,Platform,Midway Games,0.05,0.04,0.0,0.01,0.1,52,4.2
4556,10576,Conflict: Global Terror,XB,2005,Shooter,SCi,0.08,0.02,0.0,0.0,0.1,62,7.9
4557,10577,Minority Report: Everybody Runs,GC,2002,Action,Activision,0.08,0.02,0.0,0.0,0.1,53,7.8
4558,10581,GRID Autosport,X360,2014,Racing,Codemasters,0.03,0.06,0.0,0.01,0.1,75,6.0
4559,10586,Little League World Series Baseball 2008,Wii,2008,Sports,Activision,0.09,0.0,0.0,0.01,0.1,70,8.0
4560,10592,Beach Spikers: Virtua Beach Volleyball,GC,2002,Sports,Sega,0.08,0.02,0.0,0.0,0.1,76,8.3
4561,10593,Total War: WARHAMMER,PC,2016,Strategy,Sega,0.0,0.1,0.0,0.01,0.1,86,7.4
4562,10599,NASCAR The Game: Inside Line,X360,2012,Racing,Activision,0.09,0.0,0.0,0.01,0.1,72,4.0
4563,10601,Blades of Time,PS3,2012,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1,53,7.0
4564,10603,Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,0.05,0.04,0.0,0.01,0.1,76,7.9
4565,10605,Bejeweled Twist,DS,2010,Puzzle,PopCap Games,0.0,0.09,0.0,0.01,0.1,77,tbd
4566,10606,Rock Band 3,DS,2010,Misc,MTV Games,0.09,0.01,0.0,0.01,0.1,79,6.1
4567,10609,Van Helsing,GBA,2004,Action,Activision,0.07,0.03,0.0,0.0,0.1,33,6.3
4568,10610,NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0.0,0.0,0.01,0.1,49,3.1
4569,10611,Bee Movie Game,PS2,2007,Action,Activision,0.05,0.04,0.0,0.01,0.1,65,7.4
4570,10612,NBA Live 16,XOne,2015,Sports,Electronic Arts,0.08,0.01,0.0,0.01,0.1,60,5.6
4571,10613,Spider-Man: Web of Shadows,DS,2008,Action,Activision,0.09,0.0,0.0,0.01,0.1,77,7.0
4572,10617,Kelly Slater's Pro Surfer,XB,2002,Sports,Activision,0.08,0.02,0.0,0.0,0.1,80,6.8
4573,10619,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,Global Star,0.05,0.04,0.0,0.01,0.1,49,7.9
4574,10621,Vanishing Point,PS,2001,Racing,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1,68,7.6
4575,10624,The Bard's Tale,XB,2004,Role-Playing,Ubisoft,0.08,0.02,0.0,0.0,0.1,75,7.5
4576,10627,nail'd,X360,2010,Racing,Deep Silver,0.08,0.02,0.0,0.01,0.1,64,7.1
4577,10629,Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0.0,0.01,0.1,78,8.4
4578,10634,Aidyn Chronicles: The First Mage,N64,2001,Role-Playing,THQ,0.08,0.02,0.0,0.0,0.1,53,7.9
4579,10649,Ultimate Marvel vs. Capcom 3,PS3,2011,Fighting,Capcom,0.0,0.04,0.04,0.01,0.1,80,6.7
4580,10652,Tom Clancy's Splinter Cell,GBA,2003,Action,Ubisoft,0.07,0.03,0.0,0.0,0.1,77,8.7
4581,10654,NHL 2K6,X360,2005,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1,75,6.1
4582,10656,NBA Ballers: Rebound,PSP,2006,Sports,Midway Games,0.09,0.0,0.0,0.01,0.1,69,7.7
4583,10659,Silent Scope Complete,XB,2004,Shooter,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.1,69,7.4
4584,10660,Digimon All-Star Rumble,PS3,2014,Fighting,Namco Bandai Games,0.06,0.03,0.0,0.02,0.1,49,5.4
4585,10668,Indigo Prophecy,XB,2005,Adventure,Atari,0.07,0.03,0.0,0.0,0.1,84,8.1
4586,10669,NASCAR '14,PS3,2014,Racing,Deep Silver,0.09,0.0,0.0,0.01,0.1,67,4.7
4587,10671,Over the Hedge,XB,2006,Platform,Activision,0.07,0.02,0.0,0.0,0.1,61,tbd
4588,10672,Sneakers,XB,2002,Puzzle,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1,28,3.4
4589,10679,College Hoops 2K6,XB,2005,Sports,Take-Two Interactive,0.07,0.02,0.0,0.0,0.1,82,7.4
4590,10684,Star Wars: Lethal Alliance,DS,2006,Action,Ubisoft,0.08,0.01,0.0,0.01,0.1,57,tbd
4591,10691,NeverDead,X360,2012,Shooter,Konami Digital Entertainment,0.06,0.03,0.0,0.01,0.1,52,5.7
4592,10693,Age of Empires II: The Age of Kings,PC,1999,Strategy,Microsoft Game Studios,0.01,0.08,0.0,0.02,0.1,92,9.1
4593,10694,"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,2010,Strategy,THQ,0.08,0.01,0.0,0.01,0.1,84,8.6
4594,10695,Predator: Concrete Jungle,XB,2005,Action,Vivendi Games,0.07,0.02,0.0,0.0,0.1,46,8.3
4595,10697,F1 2014,PC,2014,Racing,Codemasters,0.0,0.09,0.0,0.01,0.1,61,5.0
4596,10698,Code Lyoko: Quest for Infinity,Wii,2007,Action,Game Factory,0.07,0.02,0.0,0.01,0.1,58,7.8
4597,10701,Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,68,6.4
4598,10706,Universal Studios Theme Parks Adventure,GC,2001,Misc,Kemco,0.08,0.02,0.0,0.0,0.1,39,3.2
4599,10711,Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,0.03,0.04,0.01,0.01,0.1,64,5.1
4600,10715,Rio,X360,2011,Misc,THQ,0.05,0.03,0.0,0.01,0.1,60,7.2
4601,10716,Rocky: Legends,XB,2004,Action,Ubisoft,0.07,0.02,0.0,0.0,0.1,67,5.4
4602,10721,Burnout Paradise: The Ultimate Box,PC,2009,Racing,Electronic Arts,0.0,0.08,0.0,0.01,0.1,87,7.6
4603,10723,The Secret Saturdays: Beasts of the 5th Sun,Wii,2009,Action,D3Publisher,0.09,0.0,0.0,0.01,0.1,60,tbd
4604,10724,Winter Stars,X360,2011,Sports,Deep Silver,0.05,0.04,0.0,0.01,0.1,46,6.5
4605,10726,Star Trek: Shattered Universe,PS2,2004,Simulation,Global Star,0.05,0.04,0.0,0.01,0.1,42,8.3
4606,10728,Ultra Street Fighter IV,PS4,2015,Fighting,Capcom,0.0,0.08,0.0,0.01,0.1,71,6.3
4607,10730,Cubic Ninja,3DS,2011,Platform,Ubisoft,0.05,0.04,0.0,0.01,0.1,51,5.9
4608,10732,Harvest Moon: Frantic Farming,DS,2009,Puzzle,Rising Star Games,0.08,0.01,0.0,0.01,0.1,72,6.3
4609,10733,Rise of the Tomb Raider,PC,2016,Adventure,Square Enix,0.0,0.09,0.0,0.01,0.1,86,7.9
4610,10736,Power Stone Collection,PSP,2006,Action,Capcom,0.08,0.0,0.0,0.01,0.1,74,7.3
4611,10737,MTX Mototrax,XB,2004,Racing,Activision,0.07,0.02,0.0,0.0,0.1,79,tbd
4612,10739,Thor: God of Thunder,3DS,2011,Action,Sega,0.06,0.03,0.0,0.01,0.1,55,4.2
4613,10742,EyeToy: Operation Spy,PS2,2005,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,53,tbd
4614,10744,MotoGP 07,PS2,2007,Racing,Capcom,0.05,0.04,0.0,0.01,0.1,62,8.0
4615,10745,Touch Detective,DS,2006,Adventure,505 Games,0.06,0.03,0.0,0.01,0.1,60,6.6
4616,10750,Reign of Fire,XB,2002,Shooter,BAM! Entertainment,0.07,0.02,0.0,0.0,0.1,54,tbd
4617,10753,"Blast Works: Build, Trade, Destroy",Wii,2008,Shooter,Eidos Interactive,0.09,0.0,0.0,0.01,0.1,78,7.7
4618,10754,Resident Evil: Revelations 2,XOne,2015,Action,Capcom,0.07,0.02,0.0,0.01,0.1,75,7.9
4619,10756,Shining Force EXA,PS2,2007,Role-Playing,Sega,0.0,0.0,0.1,0.0,0.1,64,7.8
4620,10761,Ninja Reflex,DS,2008,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,54,tbd
4621,10762,Dragon Ball: Evolution,PSP,2009,Fighting,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,28,1.5
4622,10763,Red Bull BC One,DS,2008,Misc,Playlogic Game Factory,0.09,0.0,0.0,0.01,0.1,48,5.3
4623,10764,Heatseeker,Wii,2007,Action,Codemasters,0.08,0.0,0.0,0.01,0.1,62,6.3
4624,10767,Ice Age 2: The Meltdown,XB,2006,Platform,Vivendi Games,0.07,0.02,0.0,0.0,0.1,68,tbd
4625,10768,Guilty Gear Isuka,PS2,2004,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,73,7.5
4626,10769,MySims SkyHeroes,X360,2010,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,56,5.8
4627,10777,MotoGP 2,XB,2003,Racing,THQ,0.07,0.02,0.0,0.0,0.1,87,7.5
4628,10793,Steel Battalion,XB,2002,Simulation,Microsoft Game Studios,0.05,0.02,0.02,0.0,0.1,83,8.5
4629,10795,Glory Days 2,DS,2007,Strategy,Ghostlight,0.08,0.0,0.0,0.01,0.1,73,7.7
4630,10802,Populous DS,DS,2008,Strategy,Rising Star Games,0.07,0.0,0.02,0.01,0.1,60,tbd
4631,10804,Bladestorm: The Hundred Years' War,X360,2007,Action,Tecmo Koei,0.08,0.01,0.0,0.01,0.1,63,6.4
4632,10805,Cartoon Network: Punch Time Explosion,3DS,2011,Fighting,Deep Silver,0.07,0.02,0.0,0.01,0.1,58,6.1
4633,10810,Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,53,6.0
4634,10814,Minority Report: Everybody Runs,XB,2002,Action,Activision,0.07,0.02,0.0,0.0,0.1,54,5.0
4635,10816,ReCore,XOne,2016,Action,Microsoft Game Studios,0.06,0.03,0.0,0.01,0.1,63,6.7
4636,10817,NASCAR,PSP,2006,Racing,Electronic Arts,0.09,0.0,0.0,0.01,0.1,66,5.5
4637,10818,Halo 2,PC,2007,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.1,72,6.2
4638,10819,Shox,PS2,2002,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.09,78,6.4
4639,10821,Playboy: The Mansion,XB,2005,Simulation,Ubisoft,0.07,0.02,0.0,0.0,0.09,61,4.8
4640,10833,Darkest of Days,X360,2009,Shooter,Phantom EFX,0.09,0.0,0.0,0.01,0.09,44,4.9
4641,10834,Whacked!,XB,2002,Misc,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09,59,7.4
4642,10836,Barnyard,PS2,2006,Action,THQ,0.05,0.04,0.0,0.01,0.09,62,8.3
4643,10840,Risen 3: Titan Lords,PC,2014,Role-Playing,Deep Silver,0.0,0.08,0.0,0.01,0.09,65,5.8
4644,10841,Dungeons,PC,2011,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,0.09,65,4.7
4645,10842,Pac-Man World 3,GC,2005,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,66,7.2
4646,10845,Rocky,GC,2002,Fighting,Rage Software,0.07,0.02,0.0,0.0,0.09,74,tbd
4647,10847,Crash 'N' Burn,XB,2004,Racing,Eidos Interactive,0.07,0.02,0.0,0.0,0.09,65,6.4
4648,10848,Medieval II: Total War,PC,2006,Strategy,Sega,0.0,0.08,0.0,0.02,0.09,88,9.0
4649,10849,NFL Blitz 20-02,XB,2002,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09,77,tbd
4650,10852,Speed Kings,PS2,2003,Racing,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.09,61,7.8
4651,10854,The King of Fighters XIV,PS4,2016,Fighting,Deep Silver,0.04,0.01,0.03,0.01,0.09,79,8.2
4652,10856,FIFA Street 3,DS,2008,Sports,Electronic Arts,0.07,0.02,0.0,0.01,0.09,56,tbd
4653,10870,Altered Beast: Guardian of the Realms,GBA,2002,Action,THQ,0.07,0.02,0.0,0.0,0.09,63,5.8
4654,10874,MotoGP,XB,2002,Racing,THQ,0.07,0.02,0.0,0.0,0.09,84,8.2
4655,10875,Scaler,PS2,2004,Platform,Take-Two Interactive,0.05,0.04,0.0,0.01,0.09,70,8.6
4656,10876,Gradius V,PS2,2004,Shooter,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,82,8.8
4657,10887,Psychonauts,PS2,2005,Platform,Majesco Entertainment,0.05,0.04,0.0,0.01,0.09,86,8.5
4658,10888,Harvey Birdman: Attorney at Law,PSP,2008,Adventure,Capcom,0.08,0.0,0.0,0.01,0.09,62,8.4
4659,10890,The Legend of Heroes: A Tear of Vermillion,PSP,2005,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.01,0.09,68,7.9
4660,10893,The Crew: Wild Run,PS4,2015,Action,Ubisoft,0.0,0.08,0.0,0.01,0.09,73,6.5
4661,10897,Freekstyle,GC,2002,Racing,Electronic Arts,0.07,0.02,0.0,0.0,0.09,78,8.5
4662,10898,Ford Mustang: The Legend Lives,XB,2005,Racing,Take-Two Interactive,0.07,0.02,0.0,0.0,0.09,55,7.4
4663,10900,Digimon Rumble Arena 2,PS2,2004,Fighting,Atari,0.05,0.04,0.0,0.01,0.09,63,7.8
4664,10908,echochrome,PSP,2008,Puzzle,Sony Computer Entertainment,0.0,0.01,0.08,0.0,0.09,79,7.9
4665,10912,World Championship Poker 2: Featuring Howard Lederer,XB,2005,Misc,Crave Entertainment,0.07,0.02,0.0,0.0,0.09,71,tbd
4666,10913,Alien Hominid,GC,2004,Shooter,O3 Entertainment,0.07,0.02,0.0,0.0,0.09,78,8.3
4667,10917,Ninja Gaiden Black,XB,2005,Action,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09,94,8.8
4668,10926,Henry Hatsworth in the Puzzling Adventure,DS,2009,Puzzle,Electronic Arts,0.08,0.01,0.0,0.01,0.09,82,8.1
4669,10931,The Revenge of Shinobi,GBA,2002,Platform,Atari,0.07,0.02,0.0,0.0,0.09,51,tbd
4670,10932,Bloody Roar 4,PS2,2003,Fighting,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,59,8.6
4671,10939,I-Ninja,GC,2003,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,77,7.7
4672,10943,Crash Boom Bang!,DS,2006,Misc,Vivendi Games,0.07,0.01,0.0,0.01,0.09,37,4.3
4673,10945,NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,0.08,0.0,0.0,0.01,0.09,67,4.6
4674,10946,Tom Clancy's EndWar,DS,2008,Strategy,Ubisoft,0.08,0.01,0.0,0.01,0.09,69,7.6
4675,10948,Tak: The Great Juju Challenge,DS,2005,Platform,THQ,0.09,0.0,0.0,0.01,0.09,66,tbd
4676,10951,NHL 2K8,PS3,2007,Sports,Take-Two Interactive,0.08,0.01,0.0,0.01,0.09,74,7.0
4677,10952,Black & White 2,PC,2005,Strategy,Electronic Arts,0.01,0.07,0.0,0.01,0.09,75,7.2
4678,10953,GripShift,PSP,2005,Racing,Ubisoft,0.08,0.0,0.0,0.01,0.09,70,8.3
4679,10954,Jenga World Tour,DS,2007,Misc,Atari,0.09,0.0,0.0,0.01,0.09,32,tbd
4680,10962,Lock's Quest,DS,2008,Strategy,THQ,0.08,0.0,0.0,0.01,0.09,80,8.4
4681,10965,Bomberman Max 2: Blue Advance,GBA,2002,Puzzle,Vivendi Games,0.07,0.02,0.0,0.0,0.09,75,7.8
4682,10967,Atari Classics Evolved,PSP,2007,Misc,Atari,0.08,0.0,0.0,0.01,0.09,64,6.0
4683,10971,Shrek SuperSlam,XB,2005,Action,Activision,0.07,0.02,0.0,0.0,0.09,71,4.5
4684,10973,New Legends,XB,2002,Action,THQ,0.07,0.02,0.0,0.0,0.09,56,tbd
4685,10974,Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005,Shooter,Eidos Interactive,0.04,0.04,0.0,0.01,0.09,71,8.5
4686,10977,Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,Aspyr,0.09,0.0,0.0,0.01,0.09,45,8.2
4687,10980,Metal Slug X,PS,2001,Shooter,Virgin Interactive,0.05,0.03,0.0,0.01,0.09,85,8.7
4688,10982,Space Invaders Extreme,PSP,2008,Shooter,Square Enix,0.06,0.01,0.01,0.01,0.09,84,7.1
4689,10983,Driver: Renegade,3DS,2011,Racing,Ubisoft,0.05,0.04,0.0,0.01,0.09,48,5.2
4690,10985,Romance of the Three Kingdoms X,PS2,2005,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,71,8.4
